month_key,date_text,filename,url,source
2020-07,2020-07,consolidated_list_for_jul_20_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_jul_20_read_only.xls,probed
2020-08,2020-08,consolidated_list_for_aug_20_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_aug_20_read_only.xls,probed
2020-09,2020-09,consolidated_list_for_sep_20_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_sep_20_read_only.xls,probed
2020-10,2020-10,consolidated_list_for_oct_20_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_oct_20_read_only.xls,probed
2020-11,2020-11,consolidated_list_for_nov_20_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_nov_20_read_only.xls,probed
2020-12,2020-12,consolidated_list_for_dec_20_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_dec_20_read_only.xls,probed
2021-01,2021-01,consolidated_list_for_jan_21_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_jan_21_read_only.xls,probed
2021-02,2021-02,consolidated_list_for_feb_21_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_feb_21_read_only.xls,probed
2021-03,2021-03,consolidated_list_for_mar_21_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_mar_21_read_only.xls,probed
2021-04,2021-04,consolidated_list_for_apr_21_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_apr_21_read_only.xls,probed
2021-05,2021-05,consolidated_list_for_may_21_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_may_21_read_only.xls,probed
2021-06,2021-06,consolidated_list_for_jun_21_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_jun_21_read_only.xls,probed
2021-07,2021-07,consolidated_list_for_jul_21_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_jul_21_read_only.xls,probed
2021-08,2021-08,consolidated_list_for_aug_21_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_aug_21_read_only.xls,probed
2021-09,2021-09,consolidated_list_for_sep_21_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_sep_21_read_only.xls,probed
2021-10,2021-10,consolidated_list_for_oct_21_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_oct_21_read_only.xls,probed
2021-11,2021-11,consolidated_list_for_nov_21_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_nov_21_read_only.xls,probed
2021-12,2021-12,consolidated_list_for_dec_21_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_dec_21_read_only.xls,probed
2022-01,2022-01,consolidated_list_for_jan_22_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_jan_22_read_only.xls,probed
2022-02,2022-02,consolidated_list_for_feb_22_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_feb_22_read_only.xls,probed
2022-03,2022-03,consolidated_list_for_mar_22_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_mar_22_read_only.xls,probed
2022-04,2022-04,consolidated_list_for_apr_22_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_apr_22_read_only.xls,probed
2022-05,2022-05,consolidated_list_for_may_22_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_may_22_read_only.xls,probed
2022-06,2022-06,consolidated_list_for_jun_22_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_jun_22_read_only.xls,probed
2022-07,2022-07,consolidated_list_for_jul_22_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_jul_22_read_only.xls,probed
2022-08,2022-08,consolidated_list_for_aug_22_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_aug_22_read_only.xls,probed
2022-09,2022-09,consolidated_list_for_sep_22_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_sep_22_read_only.xls,probed
2022-10,2022-10,consolidated_list_for_oct_22_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_oct_22_read_only.xls,probed
2022-11,2022-11,consolidated_list_for_nov_22_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_nov_22_read_only.xls,probed
2022-12,2022-12,consolidated_list_for_dec_22_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_dec_22_read_only.xls,probed
2023-01,2023-01,consolidated_list_for_jan_23_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_jan_23_read_only.xls,probed
2023-02,2023-02,consolidated_list_for_feb_23_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_feb_23_read_only.xls,probed
2023-03,2023-03,consolidated_list_for_mar_23_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_mar_23_read_only.xls,probed
2023-04,2023-04,consolidated_list_for_apr_23_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_apr_23_read_only.xls,probed
2023-05,2023-05,consolidated_list_for_may_23_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_may_23_read_only.xls,probed
2023-06,2023-06,consolidated_list_for_jun_23_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_jun_23_read_only.xls,probed
2023-07,2023-07,consolidated_list_for_jul_23_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_jul_23_read_only.xls,probed
2023-08,2023-08,consolidated_list_for_aug_23_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_aug_23_read_only.xls,probed
2023-09,2023-09,consolidated_list_for_sep_23_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_sep_23_read_only.xls,probed
2023-10,2023-10,consolidated_list_for_oct_23_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_oct_23_read_only.xls,probed
2023-11,2023-11,consolidated_list_for_nov_23_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_nov_23_read_only.xls,probed
2023-12,2023-12,consolidated_list_for_dec_23_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_dec_23_read_only.xls,probed
2024-01,2024-01,consolidated_list_for_jan_24_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_jan_24_read_only.xls,probed
2024-02,2024-02,consolidated_list_for_feb_24_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_feb_24_read_only.xls,probed
2024-03,2024-03,consolidated_list_for_mar_24_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_mar_24_read_only.xls,probed
2024-04,2024-04,consolidated_list_for_apr_24_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_apr_24_read_only.xls,probed
2024-05,2024-05,consolidated_list_for_may_24_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_may_24_read_only.xls,probed
2024-06,2024-06,consolidated_list_for_jun_24_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_jun_24_read_only.xls,probed
2024-07,2024-07,consolidated_list_for_jul_24_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_jul_24_read_only.xls,probed
2024-08,2024-08,consolidated_list_for_aug_24_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_aug_24_read_only.xls,probed
2024-09,2024-09,consolidated_list_for_sep_24_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_sep_24_read_only.xls,probed
2024-10,2024-10,consolidated_list_for_oct_24_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_oct_24_read_only.xls,probed
2024-11,2024-11,consolidated_list_for_nov_24_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_nov_24_read_only.xls,probed
2024-12,2024-12,consolidated_list_for_dec_24_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_dec_24_read_only.xls,probed
2025-01,2025-01,consolidated_list_for_jan_25_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_jan_25_read_only.xls,probed
2025-02,2025-02,consolidated_list_for_feb_25_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_feb_25_read_only.xls,probed
2025-03,2025-03,consolidated_list_for_mar_25_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_mar_25_read_only.xls,probed
2025-04,2025-04,consolidated_list_for_apr_25_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_apr_25_read_only.xls,probed
2025-05,2025-05,consolidated_list_for_may_25_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_may_25_read_only.xls,probed
2025-06,2025-06,consolidated_list_for_jun_25_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_jun_25_read_only.xls,probed
2025-07,2025-07,consolidated_list_for_jul_25_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_jul_25_read_only.xls,probed
2025-08,2025-08,consolidated_list_for_aug_25_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_aug_25_read_only.xls,probed
2025-09,2025-09,consolidated_list_for_sep_25_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_sep_25_read_only.xls,probed
2025-10,2025-10,consolidated_list_for_oct_25_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_oct_25_read_only.xls,probed
2025-11,2025-11,consolidated_list_for_nov_25_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_nov_25_read_only.xls,probed
2025-12,2025-12,consolidated_list_for_dec_25_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_dec_25_read_only.xls,probed
2026-01,2026-01,consolidated_list_for_jan_26_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_jan_26_read_only.xls,probed
2026-02,2026-02,consolidated_list_for_feb_26_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_feb_26_read_only.xls,probed
2026-03,2026-03,consolidated_list_for_mar_26_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_mar_26_read_only.xls,probed
2026-04,2026-04,consolidated_list_for_apr_26_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_apr_26_read_only.xls,probed
